date,Q1,Q2,Q3,Q4,Q5
197302,-8.34,-8.12,-7.71,-5.8,-3.33
197303,-2.59,-2.38,-2.97,-2.57,-0.05
197304,-7.34,-7.58,-6.11,-6.44,-4.06
197305,-9.11,-8.42,-6.44,-5.04,-0.99
197306,-3.63,-3.03,-2.61,-3.15,-0.38
197307,12.35,12.55,9.58,9.53,4.05
197308,-5.59,-4.69,-3.37,-2.06,-3.15
197309,8.16,9.68,10.18,10.18,3.87
197310,-0.44,-0.53,-0.06,-0.58,-0.15
197311,-19.17,-17.91,-17.04,-16.04,-10.25
197312,-4.01,-1.41,0.25,2.55,1.35
197401,12.71,8.66,6.55,2.67,-1.35
197402,-0.09,1.05,-0.05,0.51,-0.01
197403,0.82,-0.84,-1.83,-3.06,-2.41
197404,-5.41,-6.07,-5.71,-6.4,-4.07
197405,-7.23,-7.5,-8.04,-7.02,-2.5
197406,-2.88,-2.79,-3.66,-3.57,-1.75
197407,-5.65,-4.9,-3.57,-4.82,-8.28
197408,-8.22,-8.18,-8.6,-9.65,-8.66
197409,-7.99,-8.45,-8.17,-8.51,-11.73
197410,8.15,9.91,10.88,15.18,18.12
197411,-5.56,-4.35,-3.74,-2.43,-4.22
197412,-7.73,-6.2,-4.92,-3.94,-1.97
197501,27.5,25.07,22.57,20.29,11.51
197502,4.46,4.66,4.23,3.96,6.64
197503,8.13,6.05,5.38,5.44,2.11
197504,3.53,3.62,4.71,4.7,4.71
197505,8.05,7.82,5.61,6.16,5.3
197506,6.96,6.81,5.81,7.11,4.69
197507,-0.47,-3.18,-4.14,-6,-6.71
197508,-5.91,-4.91,-3.87,-3.47,-1.76
197509,-3.44,-3.72,-3.97,-4.02,-3.6
197510,1.4,2.69,2.82,5.88,6.47
197511,1.92,2.41,2.82,4.06,3.05
197512,-0.96,-1.29,0.02,-0.7,-1.31
197601,19.48,18.01,16.65,14.86,11.3
197602,11.34,8.15,5.89,3.04,-1.09
197603,1.79,1.03,1.3,1.82,3.07
197604,-1.31,-1.18,-0.7,-1.33,-1.02
197605,-2.6,-1.96,-1.33,-1.49,-0.69
197606,2.41,3.47,5.6,5.38,4.49
197607,0.15,0.6,-0.18,-0.14,-0.81
197608,-1.48,-2.02,-1.73,-0.7,0.34
197609,1.75,3.24,2.49,2.05,2.48
197610,-1.72,-2.09,-1.79,-1.75,-2.15
197611,3.03,3.8,3.98,3.06,-0.24
197612,9.95,9.63,8.23,7.49,5.23
197701,4.51,1.52,-0.11,-2.5,-4.92
197702,0.2,-0.69,-1.97,-2.18,-1.58
197703,0.89,0.06,0.44,0.05,-1.46
197704,1.94,1.95,1.69,1.58,-0.02
197705,0.36,-0.07,-0.09,-0.72,-1.34
197706,6.07,6.73,6.46,5.49,4.76
197707,1.32,-0.08,-0.5,-1.72,-1.44
197708,-0.4,-0.61,-0.35,-1.75,-1.38
197709,1.77,0.47,1.11,0.59,-0.16
197710,-2.37,-2.52,-2.7,-3.54,-4.18
197711,8.02,8.01,6.96,6.59,3.36
197712,2.76,1.72,1.31,0.65,0.54
197801,-0.9,-3.47,-4.4,-5.47,-6.06
197802,3.38,1.4,0.99,-0.71,-1.62
197803,7.38,6.39,5.52,4.81,2.29
197804,8.3,7.9,7.72,7.03,8.88
197805,7.25,5.58,4.93,3.47,1.15
197806,0.75,0.22,0.16,-0.4,-1.75
197807,5.32,6.52,5.06,6.56,5.45
197808,8.99,8.37,7.08,5.13,3.12
197809,-0.3,-1.3,-1.33,-1.29,-0.59
197810,-20.84,-19.26,-17.17,-13.73,-8.49
197811,5.11,6.23,4.82,3.17,3.04
197812,1.89,2.56,2.1,1.24,1.67
197901,9.66,8.17,7.36,6.14,3.84
197902,-2.07,-2.64,-2.46,-3.47,-2.83
197903,8.4,9.26,9.55,8.22,5.38
197904,3.07,2.28,1.76,1.48,0.2
197905,-0.88,-1.15,-1.68,-0.88,-1.5
197906,5.38,6.56,5.37,6.35,4.04
197907,2.37,3.06,3.57,2.56,0.97
197908,7.48,7.72,7.3,7.22,5.72
197909,-0.46,-0.46,-0.45,-0.58,0.27
197910,-10.59,-10.66,-9.2,-8.65,-6.12
197911,7.49,8.37,8.4,7.68,5.45
197912,7.62,6.49,4.43,3.68,1.63
198001,10.17,7.01,6.73,6.22,5.9
198002,-0.97,-1.9,-2.72,-2.33,0.53
198003,-18.74,-17.15,-16.09,-13.47,-9.56
198004,6.14,5.99,7.32,6.56,4.43
198005,6.86,8.76,7.8,8.37,5.1
198006,4.58,4.87,4.8,4.94,3
198007,9.9,10.7,9.27,7.7,6.12
198008,7.83,5.83,4.37,2.41,1.52
198009,4.22,3.03,3.24,3.09,2.87
198010,5.15,3.37,2.31,0.84,1.87
198011,7.6,8.36,7.02,8.36,12.05
198012,-4.54,-2.73,-2.63,-2.2,-3.28
198101,-0.47,-1.25,-1.61,-2.87,-5.17
198102,-0.38,1.7,2.01,2.3,1.75
198103,7.53,7.77,7.88,8.18,2.85
198104,3.85,3.18,2.23,0.02,-2.29
198105,3.45,3.41,2.9,2.25,0.39
198106,-1.5,-2.53,-1.86,-1.52,-0.31
198107,-2.81,-2.12,-1.83,-1,0.5
198108,-8.34,-7.35,-6.43,-5.29,-5.38
198109,-9.48,-7.36,-6.35,-6.74,-5.29
198110,7.84,8.22,7.23,6.48,5.63
198111,2.04,3.91,2.77,4.79,4.78
198112,-1.82,-1.78,-1.99,-2.53,-3.07
198201,-1.86,-3.59,-3.82,-3.9,-1.82
198202,-4.43,-4.37,-3.98,-3.89,-5.46
198203,-1.22,-0.9,-0.25,-0.99,-0.85
198204,5.3,5.8,5.41,5.06,3.99
198205,-1.75,-3.2,-2.53,-4.01,-2.61
198206,-2.94,-2.23,-2.28,-2.12,-1.97
198207,-1.87,-0.89,-1.77,-2.88,-2.12
198208,5.49,8.13,11.18,12.61,12.51
198209,3.65,4.13,3.89,2.95,1
198210,13.98,13.96,13.95,14.07,10.74
198211,10.18,8.8,8.4,6.24,4
198212,1.99,0.64,0.51,1.5,1.29
198301,10.21,6.44,4.51,3.58,3.66
198302,5.37,5.95,5.09,3.17,2.54
198303,5.2,3.99,4.69,2.96,3.27
198304,8.16,8.27,6.75,6.59,7.44
198305,9.54,5.48,4.15,3.76,-1.06
198306,4.05,4.64,4.08,3.27,3.78
198307,-2.2,-3.02,-2.97,-3.36,-3.49
198308,-3.85,-3.12,-2.7,-0.12,1.6
198309,-0.25,2.6,3.33,2.43,1.36
198310,-6.06,-6.27,-4.9,-3.69,-1.32
198311,3.14,5.08,4.85,4.72,1.77
198312,-1.82,-1.36,-1.66,-2.01,-0.47
198401,0.01,-1.42,-3.58,-3.32,-0.22
198402,-5.68,-4.84,-5.79,-5.03,-3.24
198403,0.68,0.82,1.35,1.83,1.09
198404,-1.74,-0.12,-0.14,-1.63,1.25
198405,-5.06,-5.15,-5.65,-5.25,-5
198406,1.81,3.19,3.45,3.4,2.79
198407,-4.93,-4.09,-3.19,-3.52,-0.84
198408,8.99,11.92,12.81,12.26,10.75
198409,-0.26,-0.63,0.24,0.49,0.07
198410,-2.09,-0.88,-0.54,0.18,0.56
198411,-2.85,-2.22,-0.22,-0.87,-0.89
198412,0.88,2.07,2.79,2.72,2.58
198501,12.73,12.27,10.54,9.78,7.3
198502,3.57,2.54,1.05,1.62,1.71
198503,-1.43,-1.81,-1.25,-0.19,0.26
198504,-0.51,-0.63,-0.16,-0.53,-0.11
198505,2.85,4.16,4.86,5.75,6.29
198506,1.49,2.66,2.72,2.03,1.6
198507,2.58,2.85,1.7,-0.04,-0.88
198508,-0.47,-0.43,-0.89,-0.44,-0.4
198509,-5.71,-5.64,-4.69,-5.1,-3.15
198510,2.24,4.22,3.59,5.21,4.9
198511,5.79,7.61,6.98,7.15,7.11
198512,3.82,4.32,4.21,3.96,4.84
198601,3.77,1.31,2.31,1.74,0.54
198602,6.42,7.66,7.37,7.73,7.8
198603,4.83,4.65,5.67,5.31,5.62
198604,1.81,1.25,1.13,-1,-1.38
198605,3.96,4.01,5.02,5.04,5.46
198606,0.9,1.19,0.95,1.36,1.83
198607,-8.38,-8.81,-8.12,-6.6,-5
198608,0.74,3.87,5.57,7.39,7.2
198609,-6.5,-6.6,-6.36,-7.01,-8.91
198610,1.88,4.04,3.21,5.65,5.61
198611,-0.96,-0.41,0.01,0.82,2.33
198612,-3.8,-2.66,-2.23,-3.35,-2.62
198701,10.83,12,11.8,12.84,13.16
198702,8.04,7.86,6.73,5.55,3.79
198703,2.56,1.92,1.37,1.4,2.3
198704,-2.09,-3.06,-2.54,-2.64,-1.19
198705,-0.32,-0.74,0.51,0.53,0.77
198706,1.43,2.62,3.24,3.85,5.18
198707,2.33,3.18,4.38,4.89,4.46
198708,1.64,3.62,3.18,3.55,4.34
198709,-1.6,-2.05,-2.33,-1.43,-2.29
198710,-29.63,-29.32,-27,-25.12,-20.31
198711,-5.35,-4.88,-4.07,-5.27,-8.55
198712,3.68,8,8.28,8.58,6.85
198801,6.34,4.14,4.35,3.7,4.75
198802,6.44,8.42,7.73,7.6,4
198803,4.54,3.62,1.59,0.67,-3.66
198804,1.72,2.47,0.7,0.53,0.98
198805,-2.21,-2.54,-0.47,-0.09,0.85
198806,5.39,7.44,6.43,6.74,4.54
198807,-0.1,-0.68,-1.84,-1.78,-0.36
198808,-2.42,-2.66,-2.41,-1.77,-3.04
198809,1.59,2.84,2.53,3.2,4.5
198810,-1.63,-0.72,0.03,0.31,2.84
198811,-4.03,-2.86,-2.42,-2.16,-1.29
198812,2.39,4,3.59,2.15,1.8
198901,4.93,4.66,5.28,5.94,7.19
198902,0.4,1.33,0.42,-0.06,-2.63
198903,2.15,2.16,2.13,1.45,2.44
198904,2.82,4.52,5.16,5.29,5.17
198905,3.07,3.73,4.72,3.97,4.19
198906,-1.37,-2.05,-0.99,-0.11,-0.5
198907,2.82,4.38,4.82,7.49,8.91
198908,1.9,3.3,3.21,3.44,1.72
198909,0.19,0.59,-0.31,-1.49,0.22
198910,-5.73,-6,-5.23,-4.61,-1.95
198911,-0.57,0.57,1.45,1.52,2.02
198912,-1.48,0.44,0.26,1.95,2.24
199001,-6.67,-8.8,-8.24,-7.98,-6.81
199002,1.89,3.11,2.86,1.93,1.35
199003,2.35,3.93,2.72,2.59,2.3
199004,-2.79,-3.59,-3.59,-4.5,-2.13
199005,5.01,7.33,7.77,9.27,9.45
199006,0.61,-0.26,0.23,-0.85,-0.58
199007,-4.26,-4.2,-3.76,-2.25,-0.34
199008,-13.2,-12.81,-11.93,-10.15,-8.69
199009,-8.99,-9.07,-8.2,-7.21,-4.5
199010,-6.6,-5.8,-4.58,-3.02,-0.05
199011,2.85,7.44,9.04,8.98,6.44
199012,0.18,4.43,4.8,4.07,2.72
199101,7.81,7.93,7.81,6.18,4.49
199102,12.8,11.15,9.29,8.67,6.97
199103,8.03,6.25,4.92,3.94,2.37
199104,1.28,0.34,0.35,0.83,0.1
199105,3.23,4.3,4.37,4.95,3.92
199106,-4.55,-4.3,-4.03,-4.65,-4.5
199107,3.26,3.96,5.28,4.63,4.8
199108,3.08,3.68,4.35,2.38,2.64
199109,1.29,0.54,-0.55,-0.62,-1.5
199110,3.91,2.37,2.49,1.92,1.41
199111,-3.22,-5.07,-4.61,-3.71,-3.57
199112,4.9,8.36,11.07,10.85,11.67
199201,13.9,7.33,4.47,1.24,-2.24
199202,4.35,2.4,2.75,1.98,0.86
199203,-3.05,-3.63,-2.38,-2.94,-1.95
199204,-5.03,-3.84,-1.68,0.91,2.76
199205,0.06,0.75,0.93,0.6,0.64
199206,-5.1,-3.74,-2.93,-1.97,-1.65
199207,2.82,3.65,4.63,4.28,4.1
199208,-3.15,-2.63,-2.74,-2.14,-1.97
199209,0.93,2.69,2.64,1.49,1.23
199210,2.4,3.46,3.52,2.95,0.43
199211,9.04,7.86,7.12,4.83,3.45
199212,3.87,3.23,3.7,2.94,1.16
199301,5.54,2.89,2,2.22,0.38
199302,-3.37,-2.62,-1.52,-0.06,1.15
199303,3.14,2.76,4.17,3.53,2.08
199304,-2.63,-2.8,-2.61,-2.88,-2.81
199305,3.99,4.68,4.78,3.69,2.6
199306,0.56,0.54,0.63,1.34,0.29
199307,1.32,1.08,0.51,0.22,-0.38
199308,4.03,4.85,4.21,5.13,3.58
199309,3.12,3.18,1.9,0.37,-0.51
199310,4.56,2.51,0.97,0.92,1.64
199311,-3.13,-3.45,-2.64,-2.89,-0.97
199312,0.93,3.31,4.34,3.86,1.03
199401,4.5,2.63,2.43,2.88,3.09
199402,-0.97,-0.72,0.11,-1.62,-3.02
199403,-4.91,-6.11,-4.96,-4.62,-4.12
199404,-1.07,0.37,0.23,0.79,1.28
199405,-0.76,-1.34,-1.25,-0.21,1.79
199406,-3.2,-3.03,-2.33,-3.2,-2.48
199407,0.47,2.16,2.96,3.45,3.26
199408,3.74,6.13,5.94,5.03,4.01
199409,1.29,0.02,-0.72,-1.96,-2.46
199410,0.44,-0.28,0.78,0.27,2.47
199411,-3.79,-3.71,-4.86,-4.25,-3.35
199412,-1.08,2.06,2.64,1.24,1.28
199501,2.15,-0.76,-0.94,1.45,2.99
199502,3.01,3.79,5.13,4.74,3.87
199503,1.56,2.85,2.11,2.49,2.78
199504,2.7,1.91,1.61,1.81,2.88
199505,2.08,1.62,1.76,2.39,4.12
199506,6.58,6.14,4.17,4.06,2.37
199507,6.26,6.55,6.08,5.63,3.41
199508,4.25,1.94,1.65,1.56,0.62
199509,2.55,1.74,1.59,2.43,4.59
199510,-4.61,-6.29,-2.92,-2.18,-0.1
199511,1.83,4.64,4.89,4.54,4.41
199512,1.95,2.94,2.21,-0.05,1.69
199601,1.23,-0.28,-0.51,1.8,3.48
199602,3.15,3.44,3.42,2.19,1.34
199603,2.98,2.3,2.71,1.39,0.81
199604,7.64,7.09,4.26,3.38,1.32
199605,7.04,5.19,2.52,1.47,2.59
199606,-4.64,-3.98,-3.41,-1.77,0.51
199607,-9.25,-10.13,-8.72,-6.3,-4.5
199608,4.25,6.04,6.61,5.27,2.17
199609,2.98,4.06,4.93,4.67,5.86
199610,-2.12,-1.67,-2.61,0.1,2.39
199611,2.19,2.9,4.41,5.88,7.65
199612,1.23,2.54,0.5,-0.32,-1.93
199701,5.09,2.69,2.02,2.96,6.48
199702,-2.05,-3.29,-2.18,-0.16,0.57
199703,-4.79,-5.4,-4.78,-4.84,-4.4
199704,-3.53,-0.95,1.77,2.04,6.04
199705,9.62,12.57,10.67,8.19,6.19
199706,5.88,5.3,4.65,3.45,4.41
199707,5.43,5.01,5.95,7.02,8.29
199708,4.35,3.04,1.83,0.12,-5.57
199709,9.63,8.02,6.89,5.36,5.43
199710,-3.1,-4.41,-4.36,-4.72,-2.94
199711,-1.99,-2,-0.63,1.73,4.68
199712,-1.69,0.98,2.07,1.82,2.06
199801,-0.71,-0.95,-1.29,-1.05,1.19
199802,6.25,7.98,8.7,7.61,7.3
199803,5.33,4.52,4.49,4.88,5.22
199804,2.6,1.23,0.59,0.36,1.39
199805,-4.72,-5.62,-5.75,-3.75,-1.7
199806,-0.69,0.71,1.05,0.31,4.7
199807,-6.21,-7.67,-7.86,-5.75,-0.71
199808,-21.8,-20.31,-20,-17.74,-14.48
199809,3.32,7.38,7.11,6.42,6.54
199810,2.05,4.09,4.78,7.24,8.03
199811,8.24,6.68,5.9,4.21,6.59
199812,2.48,5.71,7.15,5.9,6.68
199901,5.67,0.99,1.27,-1.29,4.4
199902,-6.31,-8.85,-7.9,-3.96,-3.19
199903,-3.03,0.81,3.55,2.6,4.07
199904,9.69,7.8,10.22,9.15,3.42
199905,2.15,2.01,-0.15,1.48,-2.43
199906,7.1,7.15,4.62,5.79,4.98
199907,1.54,-1.77,-2.21,-1.8,-3.41
199908,-2.9,-4.13,-3.35,-2.55,-0.42
199909,-1.53,-0.13,0.64,-1.47,-2.89
199910,-1.02,-0.24,1.8,5.32,6.93
199911,10.94,8.32,6.09,5.18,2.53
199912,14.41,11.07,8.87,11.85,6.23
200001,5.98,-1.3,-3.83,-3.68,-4.49
200002,27.73,17.64,12.27,13.09,-1.27
200003,-10.51,-6.41,-2.91,3.62,9.82
200004,-15.23,-9.23,-5.21,-5.86,-3.69
200005,-8.84,-6.33,-3.47,-4.14,-2.65
200006,20.37,10.84,6.7,5.99,2.92
200007,-1.96,-3.08,-3.21,-2.45,-1.7
200008,6.24,5.76,7.87,9.11,7.55
200009,-3.6,-3.22,-4,-4.75,-4.92
200010,-7.57,-5.08,-5.23,-2.8,-1.64
200011,-10.13,-9.91,-10.85,-9.28,-9.77
200012,-0.3,7.19,9.1,8.07,0.73
200101,16.08,8.81,4.88,3.36,3.2
200102,-4.5,-5.22,-7.25,-6.97,-9.86
200103,-2.97,-3,-6.42,-5.73,-7.11
200104,5.47,7.28,8.23,9.9,7.96
200105,11.1,3.56,2.67,3.15,0.55
200106,2.63,6.82,1.82,0.12,-2.25
200107,-2.84,-6.49,-4.77,-2.31,-1.37
200108,-3.22,-4.47,-4.07,-5.11,-6.47
200109,-12.71,-15.84,-14.06,-13.71,-7.69
200110,5.96,7.03,7.8,4.81,2
200111,6.79,9.41,8.14,9.03,7.74
200112,7.45,7.21,6.13,4.9,0.74
200201,1.55,-1.87,-1.81,-1.21,-1.6
200202,-4.17,-3.5,-2.35,-1.34,-2.19
200203,8.22,8.81,7.66,6.29,3.73
200204,1.81,1.48,-0.62,-1.11,-6.57
200205,-1.35,-5.1,-3.9,-1.51,-0.81
200206,-1.95,-4.3,-6.6,-7.97,-7.41
200207,-14.54,-15.9,-11.08,-10,-7
200208,-1.13,0.34,1.32,0.43,0.78
200209,-8.05,-7.21,-8.24,-10.05,-10.5
200210,3.01,3.67,4.31,5.69,8.92
200211,11.96,9.84,8.14,8.83,5.26
200212,-5.22,-6.2,-4.91,-5,-5.84
200301,-0.39,-2.72,-2.95,-1.74,-2.82
200302,-3.15,-2.66,-2.96,-1.87,-1.74
200303,1.3,1.35,1.25,0.55,1.14
200304,9.88,9.84,9.69,8.25,8.14
200305,13.97,11.17,9.02,9.54,5.2
200306,5.48,1.78,1.9,1.28,1.28
200307,8.38,7.14,4.54,3.59,1.64
200308,5.04,4.75,5.37,4.93,1.71
200309,2.18,-2.51,-2,-1.6,-1.11
200310,9.25,8.8,8.55,8.16,5.39
200311,4.46,3.41,3.52,2.8,0.9
200312,2.54,2.24,2.45,2.61,5.03
200401,7.05,4.49,3.09,2.43,1.78
200402,0.19,0.82,1.79,2.22,1.42
200403,-0.68,0.97,0.87,-0.21,-1.64
200404,-4.9,-4.49,-3.51,-3.14,-1.13
200405,-0.43,1.88,1.95,2.01,1.14
200406,3.53,5.3,3.02,2.48,1.56
200407,-8.36,-6.83,-5.68,-5.19,-3.32
200408,-1.35,-1.24,-0.94,-0.44,0.44
200409,4.54,5.62,3.85,3.51,1
200410,1.5,2.2,2.25,2.45,1.29
200411,9.05,8.97,6.74,6.66,3.87
200412,4.82,3.26,3.69,4.29,3.45
200501,-4.06,-3.78,-3.06,-2.78,-2.32
200502,0.4,2.74,2.22,2.84,2.02
200503,-3.83,-2.33,-2.13,-1.07,-1.63
200504,-6.2,-6.42,-4.77,-3.99,-1.63
200505,5.43,7.31,5.79,5.84,3.09
200506,4.46,3.99,2.9,2.59,-0.06
200507,7.16,6.77,5.51,5.55,3.57
200508,-1.32,-1.63,-1.09,-0.65,-0.88
200509,0.61,0.61,0.56,1.25,0.74
200510,-3.13,-3.09,-3.12,-2.65,-1.34
200511,4.37,4.97,5.47,4.46,3.68
200512,0.35,-0.27,0.7,1.04,-0.11
200601,9.31,8.83,6.98,4.96,2.19
200602,0.08,-0.5,-0.48,0.02,0.09
200603,5.01,4.66,3.88,2.61,1.24
200604,0.03,0.91,0.49,1.22,1.2
200605,-5.9,-5.19,-4.67,-3.53,-2.49
200606,-0.84,0.15,-0.27,-0.66,0.26
200607,-3.77,-3.77,-3.7,-3.28,0.66
200608,2.74,3.04,2.43,2.09,2.38
200609,0.52,1.12,0.96,1.72,2.59
200610,5.95,5.5,4.76,4.11,3.25
200611,2.31,2.57,3.99,3.9,1.73
200612,1.89,-0.01,0.3,0.24,1.48
200701,1.23,1.79,2.91,3.3,1.55
200702,-0.65,-0.34,0.66,0.01,-2.15
200703,0.76,0.59,2.11,1.13,1.15
200704,1.56,1.98,3.7,4.33,4.33
200705,2.87,3.74,5.49,4.18,3.44
200706,-0.15,-1.68,-0.77,-1.8,-1.61
200707,-6.74,-6.3,-4.67,-4.62,-2.69
200708,-0.07,1.84,0.26,-0.04,1.66
200709,1.36,1.26,2.77,2.56,3.98
200710,1.31,2.55,2.7,1.72,2.02
200711,-8.68,-7.21,-5.83,-5.21,-3.85
200712,-0.6,0.13,-1.14,-1.13,-0.48
200801,-7.6,-7.08,-6.01,-5.73,-6.01
200802,-4.35,-2.97,-1.98,-2.08,-2.98
200803,-1.23,0.75,-1.03,-1.65,-0.52
200804,1.77,3.19,7.99,5.79,4.47
200805,3.61,5.63,5.22,4.44,1.26
200806,-8.49,-7.6,-7.17,-8.23,-8.32
200807,4.42,4.16,0.91,-2.36,-1.07
200808,3.47,5.36,3.38,1.96,1.07
200809,-8.34,-7.41,-10.22,-12.43,-8.7
200810,-20.18,-21.16,-19.73,-21.38,-15.98
200811,-13.17,-11.51,-9.81,-9.48,-7.03
200812,3.97,5.77,4.61,4.2,0.97
200901,-11,-10.82,-8.72,-6.74,-7.84
200902,-12.28,-12.01,-9.82,-9.35,-9.73
200903,9.89,9.79,9.67,8.77,8.64
200904,16.52,16,15.32,13.44,8.75
200905,5.09,3.11,2.17,4.23,5.62
200906,4.21,1.84,0.78,0.51,0.18
200907,10,10.13,9.93,8.74,7.3
200908,5.47,3.72,3.31,4.78,3.04
200909,6.72,6.68,6.38,6.66,3.43
200910,-8.43,-7.39,-5.67,-4.62,-1.39
200911,1.55,2.89,4.2,4.55,6.08
200912,8.16,9.22,7.24,6.05,1.6
201001,-2.91,-2.87,-3.5,-3.58,-3.4
201002,5.41,3.97,5.35,5.36,2.91
201003,8.15,8.64,7.96,7.77,5.66
201004,8.96,5.31,4.47,4.29,0.95
201005,-8.35,-7.88,-7.39,-7.04,-8.01
201006,-8.58,-8.02,-7.23,-6.48,-5
201007,5.92,6.91,6.95,7.29,7.13
201008,-8.86,-7.3,-6.12,-4.74,-4.35
201009,11.7,13.29,12.62,10.75,8.88
201010,5.23,3.43,4.15,3.4,3.88
201011,3.8,3.68,4.03,2.87,-0.21
201012,8.99,8.23,7.4,6.87,6.51
201101,-1.39,0.82,1.46,2.34,2.31
201102,4.45,5.95,5.59,4.05,3.2
201103,2.47,2.5,3.28,2.16,-0.15
201104,1.42,2.3,3.47,2.66,3.03
201105,-2.55,-2.15,-1.48,-0.44,-1.3
201106,-2.81,-1.27,-1.58,-2.08,-1.63
201107,-2.69,-4.18,-4.17,-3.56,-1.89
201108,-10.74,-9.5,-8.26,-7.7,-5.23
201109,-11.26,-11.15,-11.46,-9.9,-6.65
201110,13.09,15.67,15.33,13.93,10.44
201111,-1.48,-0.3,-0.24,-0.06,-0.22
201112,0.96,0.26,-0.14,-0.52,0.97
