date,Q1,Q2,Q3,Q4,Q5
197302,-3.01,-4.53,-5.3,-5.5,-3.93
197303,-1.24,-1.83,0.5,1,0.65
197304,-6.51,-4.67,-2.63,-1.33,-3.86
197305,-0.65,-3.02,-1.95,-3.32,-6.09
197306,-0.84,-1.15,-0.42,-0.82,-2.52
197307,6.99,7.16,1.73,2.83,6.68
197308,-3.54,-2.62,-3.62,-2.74,-0.72
197309,1.44,8.98,9.22,8.75,8.93
197310,-0.15,-0.61,0.45,-2.12,1.94
197311,-12.37,-14.63,-12.14,-8.48,-12.38
197312,-1.98,0.89,6.28,3.92,6.36
197401,-1.47,1.97,-0.77,2.99,5.32
197402,-1.42,1.32,-0.28,2.4,3.2
197403,-1.58,-3.06,-2.56,-3,-2.56
197404,-3.58,-5.14,-5.15,-5.98,-4.1
197405,-1.22,-5.3,-5.75,-4.25,-7.57
197406,-1.74,-2.9,-2.06,-2.56,-0.72
197407,-10.62,-4.23,-3.49,-3.23,-2.86
197408,-10.1,-8.05,-5.49,-7.37,-7.15
197409,-14.38,-9.25,-5.22,-5.67,-7.32
197410,21.99,13.65,11.65,9.7,6.65
197411,-4.45,-3.02,-3.5,-3.36,-5.07
197412,-3.96,-0.73,-0.37,-2.71,-4.93
197501,10.33,15.98,16.95,22.38,25.07
197502,9.27,3.07,3.09,2.91,1.5
197503,3.14,3.43,0.35,6.25,6.7
197504,5.71,4.88,1.19,4.75,4.06
197505,5.4,7.77,5.34,3.1,3.88
197506,3.88,6.95,5.74,7.88,6.54
197507,-7.88,-4.35,-4.11,-4.5,-3.85
197508,-2.35,-2.36,-2.46,-0.94,-5.04
197509,-4.53,-1.82,-2.94,-3.92,-4.45
197510,6.8,5.42,4.73,5.48,3.49
197511,3.22,2.55,3.28,4.12,4.15
197512,-2.58,0.63,0.22,0.05,0.54
197601,11.37,10.84,15.26,18.55,22.76
197602,-1.69,2.15,1.83,3.66,10.4
197603,2.73,3.05,2.45,2.05,2.67
197604,-2.16,-0.06,0.69,-0.43,-1.56
197605,-1.19,0.03,-0.99,-2.57,-1.74
197606,4.42,4.14,5.85,5.62,4.17
197607,-1.6,0.24,0.26,0.17,1.47
197608,-0.6,0.27,1.38,-0.91,-0.94
197609,1.74,3.74,3.12,3.34,0.84
197610,-2.52,-2.05,-0.92,-2.3,-3.02
197611,-0.82,1.17,2.32,2.54,3.91
197612,4.38,7.48,6.3,8.58,9.31
197701,-7.01,-2.67,-0.75,-0.12,2.38
197702,-1.51,-2.71,-0.98,-1.29,-1.57
197703,-1.52,-1.03,-0.77,-0.09,1.24
197704,-1.83,2.06,1.5,3.36,3.31
197705,-2.09,-0.69,0.54,-1.07,-0.59
197706,6.18,4.61,3.61,4.92,6.03
197707,-1.1,-2.48,-0.71,-0.3,-2.29
197708,0.95,-2.74,-2.42,-3.61,-2.82
197709,-0.49,-0.33,1.86,0.45,-0.12
197710,-4.34,-3.67,-4.3,-2.45,-3.1
197711,4.19,4.52,4.18,4.28,7.29
197712,0.34,1.11,1.16,0.51,1.1
197801,-6.12,-6.69,-5.03,-4.27,-1.65
197802,-2.52,-0.87,1.69,-0.11,-0.4
197803,1.97,4.43,3.89,3.73,6.22
197804,11.35,8.32,5.4,5.44,7.03
197805,2.22,2.5,1.27,1.92,4.58
197806,-1.13,-2.27,-1.11,-0.72,-0.05
197807,7.31,5.09,5.08,3.56,6.27
197808,3.88,4.68,5.22,3.71,4.18
197809,-3.09,-0.44,1.13,0.74,-0.16
197810,-11.08,-11.84,-10.41,-9.32,-15.7
197811,3.63,2.92,4.08,3.08,3.26
197812,3.25,1.29,1.01,0.31,0.38
197901,3.3,5.51,5.17,5.73,8.35
197902,-3.98,-2.7,-2.77,-1.72,-2.74
197903,6.07,6.88,6.94,5.02,8.47
197904,0.41,0.96,1.29,0.11,1.22
197905,-2.05,-1.15,-1.55,-0.76,-1.24
197906,2.96,5.22,6.21,5.22,4.98
197907,0.35,2.03,1.99,1.97,3.53
197908,7.03,7.16,4.93,5.53,6.5
197909,-1.21,0.63,1.02,-0.3,-0.67
197910,-6.91,-6.46,-6.63,-8.24,-9.4
197911,6.9,7.18,5.02,6.89,3.82
197912,3.23,3.83,0.78,1.65,3.89
198001,4.66,7.21,6.11,6.14,9.39
198002,-3.48,0.19,2.16,-0.63,0.03
198003,-9.24,-12.42,-11,-11.86,-15.3
198004,3.79,4.35,5.85,7.94,4.62
198005,5.69,5.92,6.12,5.33,7.61
198006,3.3,4.23,2.56,4.53,2.3
198007,11.59,6.73,4.82,3.95,5.64
198008,3.62,1.98,1.86,1.89,0.96
198009,4.07,5.43,3.16,-0.72,0.28
198010,1.73,3.74,3.74,-1.05,0.72
198011,11.65,13.42,14.88,4.54,2.58
198012,-1.51,-5.19,-4.69,-1.16,-0.62
198101,-5.98,-6.29,-4.91,0.46,2.38
198102,2.33,2.13,0.51,2.54,1.31
198103,4.79,4.13,2.23,5.29,7.77
198104,-1.32,-2.83,-1.61,2.06,0.36
198105,2.43,-0.87,-0.56,2.74,2.16
198106,-4.98,0.59,2.43,0.32,0.34
198107,0.93,1.57,-2.16,-2.3,-0.72
198108,-7.05,-6.68,-5.43,-5.28,-1.91
198109,-7.64,-6.24,-6.32,-2.72,-1.76
198110,8.79,7.39,3.89,3.09,4.62
198111,3.18,5.26,4.58,4.96,4.25
198112,-2.84,-3.14,-2.97,-1.94,-1.99
198201,-2.15,-3.72,-3.17,-1.52,0.6
198202,-7.39,-6.8,-2.77,-1.23,-2.22
198203,-3.37,0.18,-1.02,1.62,1.79
198204,6.56,4.37,3.56,3.55,2.34
198205,-4.05,-2.17,-2.04,-3.11,-1.6
198206,-3.32,-1.29,-0.73,-1.68,-1.84
198207,-0.43,-3.27,-3.47,-2.29,-1.78
198208,10.79,11.56,12.23,13.05,11.72
198209,2.05,2.38,2.78,0.75,1.11
198210,13.13,12.01,11.18,11.61,9.1
198211,7.82,5.15,3.13,3.77,5
198212,1.8,0.24,1.13,0.41,4.07
198301,3.91,3.58,3.9,5.41,3.27
198302,3.26,3.94,3.88,1.94,4.02
198303,2.61,3.17,4.54,4.15,3.68
198304,6.48,6.29,8.53,8.53,7.11
198305,1.71,0.43,1.36,-0.43,2.15
198306,5.79,5.33,3.17,1.26,1.68
198307,-5.1,-4.95,-2.94,-0.13,-1.37
198308,-1.87,-1.45,-0.22,3.03,5.06
198309,2.5,2.01,2.35,0.36,1.29
198310,-4.48,-3.33,-1.2,-0.57,-0.97
198311,2.64,3.4,3.45,2.55,1.79
198312,-1.37,-0.1,-1.82,-1.05,0.4
198401,-5.85,-1.72,0.18,1.1,4.97
198402,-4.65,-6.29,-4.47,-2.88,-1.04
198403,1.23,2.4,0.72,1.66,0.22
198404,0.52,-0.28,0.78,0.62,1.14
198405,-5.18,-3.73,-6.03,-4.28,-6.14
198406,4.07,5.04,1.91,-0.16,3.98
198407,-1.58,-2.67,-1.01,-3.21,-2.08
198408,11.87,11.1,10.66,11.25,11.62
198409,-2.85,-1.09,0.13,1.77,3.42
198410,-0.14,1.5,0.91,-0.37,-0.68
198411,-3.21,-0.98,-1.16,-0.4,1.46
198412,2.69,2.38,2.39,2.9,1.72
198501,11.15,9.61,8.11,7.54,5.3
198502,1.22,2.05,1.7,2.52,2.09
198503,-2.28,-0.29,-0.57,0.88,2.25
198504,-1.71,-2.27,-0.85,1.32,2.35
198505,5.61,6.63,7.23,5.22,4.66
198506,1.08,2.42,1.89,1.21,2.24
198507,0.69,0.48,-0.22,-1.28,-1.31
198508,-1.83,-0.29,0.03,0.15,0.55
198509,-4.61,-3.32,-2.84,-3.73,-4.21
198510,3.89,4.41,4.52,5.45,5.69
198511,9.34,7.78,7.59,4.54,5.04
198512,6.05,4.1,4.3,3.33,4.43
198601,0.77,1.46,1.66,-0.29,1.91
198602,7.52,9.54,8.06,6.83,7.03
198603,5.63,6.73,5.69,4.75,4.79
198604,0.9,-0.2,-1.38,-2.23,-2.8
198605,5.26,5.26,4.32,5.94,5.07
198606,1.81,1.34,1.13,1.17,2.65
198607,-7.86,-6.76,-5.99,-3.22,-3.54
198608,4.2,5.93,6.03,9.58,9.95
198609,-9.82,-9.15,-7.03,-7.33,-6.13
198610,5.09,6.12,5.33,4.64,5.16
198611,1.98,1.48,1.84,1.65,1.32
198612,-2.35,-2.53,-3.87,-2.72,-2.78
198701,13.38,14.91,10.76,12.09,11.68
198702,8.34,6.51,4.13,0.86,0.27
198703,1.45,2.12,0.8,2.81,3.7
198704,-1.87,-1.6,-2.43,-1.23,-0.83
198705,1.63,-0.3,-0.1,0.53,0.63
198706,4.19,4.46,5.42,4.81,4.9
198707,5.13,3.47,5.44,2.94,3.92
198708,4.48,4.77,3.5,4.31,2.33
198709,-2.28,-3.17,-0.78,-1.91,-2.21
198710,-23.74,-24.61,-23.19,-16.77,-21.14
198711,-8.97,-7.34,-7.07,-6.63,-6.19
198712,9.09,8.18,7.89,3.56,5.78
198801,2.07,2.41,5.09,8.17,8.1
198802,5.55,6.57,5.48,2.98,3.92
198803,-3,-2.12,-1.78,-2.5,0.36
198804,-0.51,1.02,1.63,1.7,2.18
198805,-0.43,-0.2,-0.57,1.96,1.95
198806,5,6.93,5.96,3.56,4.25
198807,-1.54,-1.63,0.33,-0.16,0.56
198808,-3.09,-4.44,-1.97,-1.1,-1.9
198809,5.16,4.27,2.38,3.5,3.85
198810,0.8,3.86,1.12,1.87,3.12
198811,-2.09,-1.63,-2.33,-0.99,-0.56
198812,2.84,2.62,2.06,1.16,0.74
198901,7,6.49,6.11,5.98,7.73
198902,-2.3,-1.87,-1.68,-1.04,-1.1
198903,2.41,0.98,3.48,2.53,1.93
198904,6,5.16,4.37,4.64,4.1
198905,4.65,3.42,4.1,4.3,3.97
198906,-1.24,-0.55,-0.93,-0.05,1.28
198907,10,8.76,6.16,6.79,5.97
198908,0.95,2.53,3.01,2.39,2.39
198909,1.12,-1.18,-0.45,0.37,-0.29
198910,-1.07,-3.96,-4.02,-3.44,-1.98
198911,1.86,2.23,1.96,1.05,0.93
198912,0.91,1,3.33,3.85,1.05
199001,-7.77,-6.19,-7.19,-7.54,-6.86
199002,0.65,1.96,2.25,1.53,2.4
199003,4.05,3.8,0.93,1.07,0.76
199004,-0.57,-1.84,-4.12,-4.29,-4.69
199005,11.18,10.3,7.78,6.33,7.53
199006,2.66,-1.68,-1.98,-2.81,-0.33
199007,-1.55,-1.55,0.8,-2.06,-2.62
199008,-9.37,-10.81,-7.66,-9.28,-10.59
199009,-5.71,-5.81,-3.06,-6.92,-7.54
199010,0.56,-2.39,-2.03,-0.72,-1.07
199011,7.09,7.75,6.5,6.98,4.71
199012,3.5,3.85,2.11,2.95,1.75
199101,5.95,5.95,3,5.87,4.93
199102,8.48,7.73,6.06,7.21,8.18
199103,4.95,2.47,0.96,3.03,2.75
199104,-0.28,0.05,0.69,1.54,0.16
199105,4.27,4.79,2.61,4.03,5.47
199106,-4.54,-5.39,-3.92,-4,-4.02
199107,6.23,3.19,4.1,4.45,3.7
199108,4.06,1.07,2.9,2.1,3.05
199109,-1.62,-1.1,-0.77,0.42,-2.54
199110,1.77,0.95,1.85,2.9,2.04
199111,-1.6,-5.35,-4.88,-3.54,-6.64
199112,14.83,8.86,8.41,7.36,10.83
199201,-2.07,-0.87,-0.25,1.4,8.4
199202,0.09,0.23,2.42,3.54,8.08
199203,-3.52,-1.73,-0.72,-1.2,-0.57
199204,-0.99,4.14,3.39,2.35,3.89
199205,0.99,0.42,0.47,0.35,1.32
199206,-3.18,-0.71,-2.36,-0.25,-0.54
199207,4.78,3.74,4.51,3.59,1.21
199208,-1.04,-2.98,-0.94,-2.91,-6.45
199209,0.92,3.21,1.23,0.44,0.66
199210,2.68,1.68,-1,-0.58,1.42
199211,4.74,5.31,1.74,3.36,6.84
199212,-0.07,3.16,3.24,1.44,3.73
199301,-1.79,1.4,1.53,3.27,7.58
199302,-3.93,1.59,3.99,3.97,2.17
199303,1.2,3.64,3.47,1.56,3.57
199304,-5.62,-2.31,-0.79,-1.67,-0.41
199305,4.09,4.51,1.69,1.71,1.26
199306,-1.86,0.8,1.82,1.61,3.76
199307,-2.96,0.41,1.02,2.44,0.74
199308,4.09,2.86,4.18,4.16,3.16
199309,0,-0.44,0.18,1.14,-1.37
199310,3.9,0.57,-0.02,-0.52,3.57
199311,0.3,-2.07,-2.82,-3.31,0.26
199312,1.03,3.23,1.6,1.65,2.86
199401,1.58,3.55,4.38,2.87,5.36
199402,-1.61,-1.1,-2.6,-4.18,-3.86
199403,-5.16,-4.2,-3.37,-4.28,-4.12
199404,0.68,-0.35,2.48,1.34,1.85
199405,0.51,2.25,1.34,0.26,0.26
199406,-3.2,-3.02,-1.91,-1.71,-3.13
199407,2.49,3.07,3.06,4.21,3.74
199408,6.77,4.8,2.1,3.31,2.36
199409,-0.41,-2.76,-3.12,-2.49,-3.28
199410,2.79,0.59,2.29,1.87,-0.19
199411,-2.4,-4.57,-4.44,-3.8,-3.32
199412,1.06,1.66,1.49,1.07,1.55
199501,2.06,1.47,2.94,2.71,2.74
199502,3.55,5.29,3.93,3.71,3.89
199503,2.77,3.78,2.67,2.45,0.3
199504,2.04,2.37,2.92,3.1,3.69
199505,3.25,2.99,3.3,4.24,5.34
199506,4.74,3.06,1.25,2.22,1.66
199507,4.69,3.25,4.45,4.63,2.26
199508,-0.11,1.57,0.49,2.32,3.19
199509,4.32,4.58,2.43,3.97,3.69
199510,-0.18,-1.05,-0.81,-2.66,-1.96
199511,4.68,3.15,4.73,5.99,3.56
199512,-0.12,2.51,2.48,1.57,3
199601,2.76,3.33,2.34,2.46,2.69
199602,2.38,1.37,2.1,1.33,0.28
199603,0.72,0.37,1.59,2.68,1.47
199604,3.02,3.15,1.51,1.25,-0.25
199605,4.14,2.86,0.91,2.16,2.09
199606,-0.94,0.16,-0.61,-0.81,0.13
199607,-6.58,-4.97,-4.16,-3.67,-5.26
199608,2.82,2.51,4.12,3.65,3.33
199609,7.07,5.25,4.64,2.83,1.89
199610,-0.39,1.88,3.98,3.47,3.51
199611,6.86,6.57,8.36,6.26,5.58
199612,-1.54,-1.23,-1.28,-0.3,-0.24
199701,6.93,5.23,4.51,4.09,3.08
199702,-0.61,-0.06,-0.01,1.7,2.41
199703,-5.99,-4.14,-1.89,-3.75,-4.04
199704,6.37,4.1,4.46,3.36,1.33
199705,7.52,7.47,5.77,6.41,5.91
199706,4.07,4.76,4.52,4.33,3.48
199707,7.56,8.41,8.36,6.82,6.5
199708,-5.6,-2.8,-2.93,-2.8,-0.89
199709,5.27,5.82,6.09,6.91,6.03
199710,-3.21,-4.63,-3.11,-1.68,-2.48
199711,4.04,4.9,1.57,2.77,2.5
199712,0.6,2.08,2.52,3.28,4.83
199801,3.24,-0.42,-2.94,-0.51,-0.39
199802,7.67,6.3,8.68,7.34,6.55
199803,4.41,5.3,5.13,5.96,7.08
199804,1.02,1.24,2.26,1.03,0.46
199805,-2.92,-2.48,-3.07,-0.13,0.06
199806,6.87,0.86,1.53,1.81,2.16
199807,-1.1,-1.24,-4.58,-5.22,-2.86
199808,-14.51,-17.44,-17.9,-13.92,-11.35
199809,8.46,4.27,5.15,4.85,6.44
199810,7.6,9.73,6.99,4.82,3.96
199811,7.67,5.59,5.95,4.12,3.97
199812,9.26,4.54,1.83,3.34,3.52
199901,5.89,2.35,0.75,-2.01,0.72
199902,-5.37,-1.7,-1.17,-2.54,-3.78
199903,4.73,1.54,5.26,1.79,0.25
199904,0.58,8.21,9.54,8.19,7.45
199905,-2.91,-0.88,-1.29,1.68,0.68
199906,6.69,5.6,3.71,0.8,-0.04
199907,-3.09,-3.63,-1.68,-2.88,-2.46
199908,0.51,-4.09,-2.35,-1.88,-2.14
199909,-1.64,-3.21,-5.12,-6.16,-4.42
199910,6.83,7.99,2.99,2.3,2.72
199911,5.15,0,-0.53,-3.12,-0.36
199912,9.18,2.71,3.16,2.07,2.48
200001,-4.74,-4.04,-2.03,-3.96,-2
200002,3.23,-2.48,-3.08,-3.14,-2.49
200003,7.46,8.73,9.02,10.48,6.26
200004,-5.04,-3.53,-0.79,2.97,2.62
200005,-4.2,0.84,-0.45,-0.53,-1.88
200006,6.82,-3.44,-3.39,-3.02,-3.26
200007,-3.37,0.77,3.2,4.68,3.31
200008,7.72,7.87,7.65,5.84,7.28
200009,-6.54,-1.51,0.92,4.79,-0.51
200010,-2.43,0.41,-1.7,0.34,1.25
200011,-11.24,-6.24,-4.8,-0.33,-1.5
200012,-1.2,9.27,9.54,8.92,5.64
200101,3.81,3.07,3.79,-0.75,1.28
200102,-12.37,-3.32,-1.22,1.97,2.3
200103,-8.73,-3.03,-0.62,-2.56,-0.83
200104,9.47,5.77,4.1,5.29,5.1
200105,0.44,1.94,2.36,1.93,4.28
200106,-1.6,-2.54,0.15,-0.76,-0.42
200107,-2.1,-1.05,-2,-1.56,1.92
200108,-7.33,-3.96,-4.26,-3.28,-5.99
200109,-8.18,-10.1,-9.77,-9.64,-10.01
200110,3.99,0.46,1.26,1.54,-4.29
200111,8.17,7.21,6.05,7.54,11.76
200112,0.57,3.15,3.96,3.29,3.66
200201,-1,-1.6,-2.05,1.14,-1.56
200202,-3.08,0.37,0.72,-2.86,-3.55
200203,3.38,5.96,5.4,7.14,6.01
200204,-7.43,-1.93,-0.32,-0.38,-5.43
200205,-1.58,-0.53,-0.37,-1.13,-1.72
200206,-7.63,-5.19,-6.87,-4.75,-10.09
200207,-5.99,-9.2,-10.04,-11.09,-13.48
200208,0.14,0.33,0.97,2.36,4.41
200209,-10.4,-11.12,-9.24,-8.52,-9.74
200210,10.02,7.54,5.02,3.06,4.29
200211,5.63,5.67,6.98,5.65,8.8
200212,-7.07,-4.13,-4.36,-2.72,-5.27
200301,-2.56,-2.67,-2.19,-2.46,-5.98
200302,-0.94,-2.49,-3.64,-2.87,-4.55
200303,2.32,-0.89,0.81,1.14,-1.96
200304,8.04,7.77,9.41,8.42,11.08
200305,4.67,7.9,8,7.63,8.44
200306,1.18,1.97,1.06,0.41,2.67
200307,2.32,3.54,1.39,1.5,1.71
200308,2.08,2.17,1.9,3.44,4.82
200309,-0.86,-1.18,-1.66,-1.89,-1.09
200310,4.76,7.2,7.86,6.85,6.49
200311,0.83,1.76,1.71,1.83,3.49
200312,3.4,5.53,4.52,5.08,7.04
200401,1.82,1.79,2.47,2.67,3.56
200402,0.82,2.23,2.44,0.96,2.43
200403,-1.78,-1.1,-0.84,0.4,-1.12
200404,-0.36,-2.43,-3.27,-3.26,-2.35
200405,1.63,1.06,0.48,0.35,1.33
200406,1.19,2.34,1.85,2.51,4.11
200407,-5.28,-3.14,-2.99,-1.88,-1.8
200408,-0.67,1.17,0.69,0.55,0.28
200409,0.76,1.73,3.6,2.28,2.99
200410,1.65,1.46,1.83,0.23,2.43
200411,3.07,5.8,5.7,5.87,6.68
200412,3.87,3.53,2.2,3.55,3.72
200501,-3.39,-2.08,-1.48,-2.26,-1.35
200502,0.64,3.63,3.28,2.04,3.98
200503,-1.29,-3.15,-1.68,-1.33,-0.02
200504,-1.58,-2.67,-4.07,-2.02,-3.14
200505,4.33,3.26,4.04,2.74,3.93
200506,-1.07,1.29,2.29,2.67,2.98
200507,4.93,2.91,3.85,3.8,5.14
200508,-1.73,-0.74,-0.23,-0.66,0.76
200509,-0.37,1.3,1.07,1.38,2.38
200510,-0.67,-2.51,-1.44,-1.26,-4.36
200511,4.22,4.21,4.07,4.05,1.18
200512,-0.74,0.46,0.99,0.33,0.35
200601,2.3,2.79,4.03,4.01,6.69
200602,-0.05,0.36,0.35,0.95,-1.97
200603,1.41,2.14,2.42,1.57,1.76
200604,-0.73,1.78,2.27,2.23,3.05
200605,-3.55,-3.17,-3,-2.22,-1.52
200606,0.02,-0.83,0.04,0.45,2.1
200607,-2.13,0.74,0.35,1.06,0.18
200608,3.72,2.16,2.79,0.52,1.2
200609,2.77,1.84,2.68,0.99,2.93
200610,3.38,3.77,2.81,3.61,5.27
200611,1.34,2.84,2.03,2.93,1.47
200612,-0.28,1.67,1.79,2.17,2.9
200701,2.43,1.41,0.91,1.56,2.72
200702,-2.01,-0.89,-2.78,-0.63,-1.49
200703,0.48,1.41,0.95,1.88,1.84
200704,5.05,3.84,3.82,3.33,3.01
200705,2.9,4,3.69,3.71,4.71
200706,-1.46,-0.37,-3.03,-1.75,-2.1
200707,-1.62,-2.56,-4.73,-6.03,-4.49
200708,1.38,2.26,2.52,0.63,-0.95
200709,4.72,3.54,2.37,2.29,3.15
200710,3.75,2.16,-0.29,2.31,0.28
200711,-3.83,-3.55,-6.35,-3.79,-5.82
200712,-0.76,-0.41,-0.91,-0.47,0.06
200801,-7.94,-5.73,-4.5,-3.15,-5.72
200802,-2.33,-2.92,-3.44,-4.2,-3.01
200803,0.29,0.61,-3.28,-3.02,0.24
200804,4.66,2.98,5.87,5.29,5.88
200805,3.43,0.62,-0.13,2.07,3.69
200806,-6.98,-8.07,-10.29,-9.58,-8.6
200807,-0.18,-1.45,-2.55,0.35,2.79
200808,1.59,1.6,1.3,0.77,3.97
200809,-10.76,-8.4,-7.22,-7.27,-10.15
200810,-16.84,-15.31,-16.73,-19.5,-20.03
200811,-8.77,-4.09,-7.62,-10.53,-10.3
200812,2.7,1.63,1.32,-0.57,4.7
200901,-3.79,-8.62,-9.98,-13.53,-13.67
200902,-7.02,-10.04,-12.77,-13.36,-14.27
200903,9.63,6.37,11.19,8.86,9.32
200904,8.76,8.38,12.16,11.91,17.73
200905,4.67,4.95,5.67,5.86,1.85
200906,1.95,-0.67,-0.7,-0.94,2.59
200907,6.24,8.81,8.16,10.1,9.87
200908,1.44,3.87,2.81,5.48,13.11
200909,3.8,3.75,4.36,4.89,5.3
200910,-0.64,-1.92,-3.26,-4.88,-8.74
200911,6.64,5.23,4.15,4.75,4.87
200912,1.83,3.29,3.54,4.38,3.33
201001,-3.7,-4.06,-1.69,-4.46,-1.93
201002,2.77,3.95,2.71,4.69,6.4
201003,5.59,6.08,6.33,7.11,8.75
201004,0.94,2.43,2.54,2.36,4.4
201005,-7.28,-7.79,-8.29,-7.98,-10.08
201006,-4.15,-7.1,-4.02,-6.84,-11.03
201007,7.12,5.71,8.21,8.08,6.78
201008,-4.09,-4.96,-4.99,-3.93,-7.6
201009,10.7,9.41,8.9,8.34,7.94
201010,4.71,4.44,4.14,1.88,1.7
201011,0.15,2.42,0.39,0.31,-0.82
201012,4.91,6.44,7.71,8.09,11.42
201101,1.25,3.21,2.43,2.32,2.27
201102,2.56,3.82,4.55,4.34,4.32
201103,0.51,0.39,1.49,0.51,-0.97
201104,3.7,3.61,1.99,2.07,1.28
201105,-0.16,-1.97,-1.86,-1.64,-2.49
201106,-1.22,-2.36,-1.88,-1.73,-1.54
201107,-0.92,-2.33,-2.46,-3.31,-4.39
201108,-4.64,-4.81,-8.51,-5.39,-8.42
201109,-6.66,-6.67,-8.82,-6.94,-10.44
201110,10.07,12.01,13.39,10.24,12.4
201111,-0.5,0.57,0.74,0.62,-3.1
201112,-0.74,0.73,2.2,2.86,0.62
